Organism/Name	TaxID	BioProject Accession	BioProject ID	Phyla	Genus	Size (Mb)	GC%	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession
Francisella tularensis subsp. holarctica OSU18	393011	PRJNA17265	17265	Proteobacteria	Gammaproteobacteria	1.89573	32.2	1932	1555	2006/09/20	2013/05/23	Complete	Baylor College of Medicine	0	GCA_000014605.1
Campylobacter coli 76339	1367491	PRJEB4148	214875	Proteobacteria	delta/epsilon subdivisions	1.58449	31.9	1556	1556	2013/08/23	2013/08/26	Complete	UH	0	GCA_000470055.1
Taylorella equigenitalis MCE9	937774	PRJNA61285	61285	Proteobacteria	Betaproteobacteria	1.69586	37.4	1603	1556	2011/01/07	2013/06/10	Complete	Agence Nationale de Securite Sanitaire de l'alimentation, de l'environnement et du travail (Anses), Laboratoire de pathologie equine de Dozule, Goustranville, 14430 Dozule, France	0	GCA_000185745.1
Bifidobacterium animalis subsp. lactis ATCC 27673	1167629	PRJNA133057	133057	Actinobacteria	Actinobacteria	1.96301	60.6	1620	1556	2013/09/27	2013/10/17	Complete	Penn State	0	GCA_000471945.1
Francisella tularensis subsp. tularensis SCHU S4	177416	PRJNA9	9	Proteobacteria	Gammaproteobacteria	1.89278	32.3	1834	1556	2004/12/14	2013/07/22	Complete	Swedish Defence Research Agency	0	GCA_000008985.1
Aquifex aeolicus VF5	224324	PRJNA215	215	Aquificae	Aquificae	1.59079	43.3239	1611	1560	1997/07/25	2013/07/04	Complete	DIVERSA	0	GCA_000008625.1
Bifidobacterium animalis subsp. lactis B420	1168290	PRJNA156973	156973	Actinobacteria	Actinobacteria	1.9386	60.5	1625	1561	2012/05/07	2013/06/08	Complete	DuPont	0	GCA_000277325.1
Helicobacter pylori PeCan4	765963	PRJNA49027	49027	Proteobacteria	delta/epsilon subdivisions	1.63827	38.8681	1605	1563	2010/10/01	2013/06/10	Complete	Dept. of Molec. Microbiology, Washington University Medical School, Saint Louis	0	GCA_000148875.1
Helicobacter pylori Shi112	1163740	PRJNA94347	94347	Proteobacteria	delta/epsilon subdivisions	1.66346	38.8	1606	1564	2012/04/19	2013/06/08	Complete	Dept. Molec. Microbiology, Washington University Medical School in Saint Louis	0	GCA_000277405.1
Helicobacter pylori Cuz20	765964	PRJNA49029	49029	Proteobacteria	delta/epsilon subdivisions	1.63545	38.9	1606	1564	2010/10/01	2013/06/08	Complete	Dept. of Molec. Microbiology, Washington University Medical School, Saint Louis	0	GCA_000148895.1
Helicobacter pylori Lithuania75	907237	PRJNA53323	53323	Proteobacteria	delta/epsilon subdivisions	1.64067	38.8492	1607	1565	2011/01/06	2012/06/15	Complete	Berg lab, Washington University Medical School	0	GCA_000185225.1
Bifidobacterium animalis subsp. lactis DSM 10140	555970	PRJNA32893	32893	Actinobacteria	Actinobacteria	1.93848	60.5	1628	1565	2009/06/19	2013/06/10	Complete	Danisco USA Inc.	0	GCA_000022965.1
Helicobacter pylori Shi470	512562	PRJNA29045	29045	Proteobacteria	delta/epsilon subdivisions	1.60855	38.9	1645	1566	2008/05/14	2013/06/10	Complete	Washington University Medical School	0	GCA_000020245.1
Clostridiales genomosp. BVAB3 str. UPII9-5	699246	PRJNA42555	42555	Firmicutes	Clostridia	1.80975	44.2	1621	1567	2010/02/19	2013/06/10	Complete	JCVI	0	GCA_000025225.2
Bifidobacterium animalis subsp. lactis Bl-04	580050	PRJNA32897	32897	Actinobacteria	Actinobacteria	1.93871	60.5	1631	1567	2009/06/19	2012/12/23	Complete	Danisco USA Inc.	0	GCA_000022705.1
Streptococcus pyogenes M1 476	1207470	PRJDB141	170670	Firmicutes	Bacilli	1.83113	38.5	1644	1571	2012/07/14	2013/08/28	Complete	National Center for Global Health and Medicine	0	GCA_000349925.2
Helicobacter pylori SouthAfrica7	907239	PRJNA53319	53319	Proteobacteria	delta/epsilon subdivisions	1.67983	38.4259	1614	1572	2011/01/06	2012/06/15	Complete	Berg lab, Washington University Medical Shool	0	GCA_000185245.1
Bifidobacterium animalis subsp. lactis V9	573236	PRJNA32515	32515	Actinobacteria	Actinobacteria	1.94405	60.5	1636	1572	2010/05/05	2013/06/08	Complete	The Key Laboratory of Dairy Biotechnology and Bioengineering, Education Ministry of P. R. China, Department of Food Science and Engineering, Inner Mongolia Agricultural University, China	0	GCA_000092765.1
Helicobacter pylori Puno135	1055529	PRJNA69919	69919	Proteobacteria	delta/epsilon subdivisions	1.64614	38.8	1615	1573	2011/08/26	2013/06/08	Complete	Washington University Medical School	0	GCA_000224555.1
Staphylothermus marinus F1	399550	PRJNA17449	17449	Crenarchaeota	Thermoprotei	1.57048	35.7	1655	1573	2007/02/21	2013/06/06	Complete	US DOE Joint Genome Institute	0	GCA_000015945.1
Hydrogenobaculum sp. SN	547146	PRJNA39709	39709	Aquificae	Aquificae	1.55293	34.8	1663	1575	2013/03/25	2013/06/10	Complete	US DOE Joint Genome Institute	SAMN02232032	GCA_000348765.2
Helicobacter pylori ELS37	1055527	PRJNA69915	69915	Proteobacteria	delta/epsilon subdivisions	1.66988	38.8905	1618	1576	2012/03/23	2013/01/09	Complete	Washington University Med. School	0	GCA_000255955.1
Helicobacter pylori UM299	1321938	PRJNA196984	196984	Proteobacteria	delta/epsilon subdivisions	1.60115	38.8	1644	1576	2013/05/14	2013/08/30	Complete	University of Malaya	0	GCA_000392475.2
Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	192222	PRJNA8	8	Proteobacteria	delta/epsilon subdivisions	1.64148	30.5	1670	1576	2001/09/27	2013/08/26	Complete	Sanger Institute	0	GCA_000009085.1
Helicobacter pylori P12	570508	PRJNA32291	32291	Proteobacteria	delta/epsilon subdivisions	1.68404	38.7775	1634	1578	2008/10/30	2010/11/03	Complete	Max von Pettenkofer-Institut fÃ¼r Hygiene und Medizinische Mikrobiologie, Ludwig-Maximilians-UniversitÃ¤t MÃ¼nchen	0	GCA_000021465.1
Hydrogenobaculum sp. HO	547144	PRJNA41741	41741	Aquificae	Aquificae	1.55293	34.8	1672	1579	2013/02/26	2013/06/10	Complete	DOE Joint Genome Institute	SAMN02232031	GCA_000341855.1
Dehalococcoides ethenogenes 195	243164	PRJNA214	214	Chloroflexi	Dehalococcoidia	1.46972	48.9	1642	1580	2001/10/03	2013/05/23	Complete	TIGR	0	GCA_000011905.1
Helicobacter pylori UM066	1321940	PRJNA196986	196986	Proteobacteria	delta/epsilon subdivisions	1.65787	38.6	1660	1580	2013/05/14	2013/08/02	Complete	University of Malaya	0	GCA_000392535.2
Helicobacter pylori SJM180	765962	PRJNA49025	49025	Proteobacteria	delta/epsilon subdivisions	1.65805	38.9	1623	1581	2010/10/01	2013/06/10	Complete	Dept. of Molec. Microbiology, Washington University Medical School, Saint Louis	0	GCA_000148855.1
Caldisericum exile AZM16c01	511051	PRJNA41615	41615	Caldiserica	Caldisericia	1.5581	35.4	1633	1581	2012/03/29	2013/06/11	Complete	National Institute of Technology and Evaluation	0	GCA_000284335.1
Methanocaldococcus fervens AG86	573064	PRJNA32615	32615	Euryarchaeota	Methanococci	1.50725	32.2088	1665	1581	2009/08/28	2009/09/01	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000023985.1
Francisella tularensis subsp. holarctica FTNF002-00	458234	PRJNA20197	20197	Proteobacteria	Gammaproteobacteria	1.89091	32.2	1887	1581	2007/08/23	2012/12/22	Complete	BioHealthBase	0	GCA_000017785.1
Helicobacter pylori Rif2	1234600	PRJNA175625	175625	Proteobacteria	delta/epsilon subdivisions	1.66789	38.9	1633	1591	2012/10/23	2013/06/09	Complete	RIPCM	0	GCA_000307835.1
Helicobacter pylori 2017	985081	PRJNA62769	62769	Proteobacteria	delta/epsilon subdivisions	1.54824	39.3	1647	1593	2011/03/15	2013/06/08	Complete	Pathogen Biology Laboratory, University of Hyderabad	0	GCA_000192315.1
Thermocrinis albus DSM 14484	638303	PRJNA37275	37275	Aquificae	Aquificae	1.50058	46.9	1652	1593	2010/02/19	2012/12/31	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000025605.1
Helicobacter pylori 26695	85962	PRJNA175543	175543	Proteobacteria	delta/epsilon subdivisions	1.66789	38.9	1636	1594	2012/10/23	2013/06/09	Complete	RIPCM	0	GCA_000307795.1
Helicobacter pylori Rif1	1234365	PRJNA175544	175544	Proteobacteria	delta/epsilon subdivisions	1.66788	38.9	1637	1595	2012/10/23	2013/06/09	Complete	RIPCM	0	GCA_000307815.1
Helicobacter pylori 908	869727	PRJNA50869	50869	Proteobacteria	delta/epsilon subdivisions	1.54967	39.3	1646	1595	2010/09/24	2013/06/08	Complete	University of Hyderabad, India	0	GCA_000148665.1
Methanothermococcus okinawensis IH1	647113	PRJNA43653	43653	Euryarchaeota	Methanococci	1.67745	29.2777	1672	1595	2011/06/06	2013/06/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS105376	GCA_000179575.2
Francisella noatunensis subsp. orientalis str. Toba 04	1163389	PRJNA82619	82619	Proteobacteria	Gammaproteobacteria	1.8472	32.2	1875	1595	2012/05/10	2013/06/08	Complete	University of Bergen	0	GCA_000262205.1
Thermodesulfobacterium geofontis OPF15	795359	PRJNA67515	67515	Thermodesulfobacteria	Thermodesulfobacteria	1.63438	30.6	1687	1596	2011/06/07	2013/04/19	Complete	US DOE Joint Genome Institute	SAMN02232058	GCA_000215975.1
Thermodesulfobacterium geofontis OPF15	795359	PRJNA68283	68283	Thermodesulfobacteria	Thermodesulfobacteria	1.63438	30.6	1687	1596	2011/06/07	2013/06/11	Complete	NCBI	SAMN02232058	GCA_000215975.1
Bifidobacterium animalis subsp. lactis Bi-07	742729	PRJNA156975	156975	Actinobacteria	Actinobacteria	1.93882	60.5	1661	1597	2012/05/07	2013/06/08	Complete	DuPont	0	GCA_000277345.1
Staphylothermus hellenicus DSM 12710	591019	PRJNA33683	33683	Crenarchaeota	Thermoprotei	1.58035	36.8	1718	1599	2010/06/01	2012/02/14	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000092465.1
Helicobacter pylori India7	907238	PRJNA53321	53321	Proteobacteria	delta/epsilon subdivisions	1.67592	38.9	1642	1600	2011/01/06	2013/06/08	Complete	Berg lab, Washington University Medical Shool	0	GCA_000185185.1
Helicobacter pylori 2018	985080	PRJNA62771	62771	Proteobacteria	delta/epsilon subdivisions	1.56283	39.3	1655	1603	2011/03/15	2013/06/08	Complete	Pathogen Biology Laboratory, University of Hyderabad	0	GCA_000192335.1
Candidatus Korarchaeum cryptofilum OPF8	374847	PRJNA16525	16525	Korarchaeota	Candidatus Korarchaeum	1.59076	49	1662	1603	2008/03/18	2013/01/02	Complete	US DOE Joint Genome Institute	0	GCA_000019605.1
Hyperthermus butylicus DSM 5456	415426	PRJNA208	208	Crenarchaeota	Thermoprotei	1.66716	53.7	1673	1603	2007/01/22	2013/06/06	Complete	Univ. Copenhagen	0	GCA_000015145.1
Mycobacterium leprae Br4923	561304	PRJEA31271	31271	Actinobacteria	Actinobacteria	3.26807	57.8	2770	1604	2009/01/10	2012/12/31	Complete	Institut Pasteur	0	GCA_000026685.1
Helicobacter pylori Gambia94/24	907240	PRJNA53317	53317	Proteobacteria	delta/epsilon subdivisions	1.71247	39.0975	1647	1605	2011/01/06	2012/06/15	Complete	Berg lab, Washington University Medical Shool	0	GCA_000185205.1
Francisella tularensis subsp. tularensis FSC198	393115	PRJNA17375	17375	Proteobacteria	Gammaproteobacteria	1.89262	32.3	1852	1605	2006/07/12	2013/05/23	Complete	University of Birmingham	0	GCA_000009325.1
Campylobacter jejuni subsp. jejuni PT14	1201032	PRJNA168989	168989	Proteobacteria	delta/epsilon subdivisions	1.63525	30.5	1657	1607	2012/10/03	2013/07/19	Complete	University of Nottingham	0	GCA_000302555.2
Helicobacter pylori 83	585538	PRJNA34609	34609	Proteobacteria	delta/epsilon subdivisions	1.61743	38.7	1656	1609	2011/05/11	2013/06/08	Complete	Baylor College of Medicine	SAMN00189522	GCA_000213135.1
Haemophilus influenzae Rd KW20	71421	PRJNA219	219	Proteobacteria	Gammaproteobacteria	1.83014	38.2	1765	1610	1995/07/25	2013/07/22	Complete	TIGR	0	GCA_000027305.1
Lactobacillus helveticus DPC 4571	405566	PRJNA17811	17811	Firmicutes	Bacilli	2.08093	37.1	1838	1610	2007/11/15	2013/06/10	Complete	Teagasc, Moorepark Food Research Centre	0	GCA_000015385.1
Haemophilus influenzae PittEE	374930	PRJNA16400	16400	Proteobacteria	Gammaproteobacteria	1.81303	38	1688	1612	2007/06/07	2013/06/10	Complete	Center for Genomic Sciences, Allegheny-Singer Research Institute	0	GCA_000016465.1
Helicobacter acinonychis str. Sheeba	382638	PRJNA17251	17251	Proteobacteria	delta/epsilon subdivisions	1.55759	38.1915	1661	1619	2006/06/28	2008/07/29	Complete	Penn State Univ.	0	GCA_000009305.1
Campylobacter jejuni subsp. jejuni NCTC 11168-BN148	1211776	PRJEB175	173347	Proteobacteria	delta/epsilon subdivisions	1.64148	30.5	1698	1621	2012/08/16	2013/06/11	Complete	University of Helsinki	0	GCA_000304375.1
Campylobacter coli 15-537360	1358410	PRJNA211871	211871	Proteobacteria	delta/epsilon subdivisions	1.68502	31.3688	1711	1621	2013/11/01	2013/11/04	Complete	Institute of Food Research	0	GCA_000494775.1
Campylobacter jejuni subsp. jejuni M1	645464	PRJNA38041	38041	Proteobacteria	delta/epsilon subdivisions	1.61665	30.6	1675	1622	2010/09/28	2013/06/08	Complete	Danish Technical University	0	GCA_000148705.1
Francisella tularensis subsp. tularensis TIGB03	1001542	PRJNA64441	64441	Proteobacteria	Gammaproteobacteria	1.96865	32.3	1850	1624	2012/02/23	2013/06/11	Complete	Virginia Polytechnic Institute and State University	0	GCA_000248415.1
Campylobacter jejuni subsp. jejuni 81116	407148	PRJNA17953	17953	Proteobacteria	delta/epsilon subdivisions	1.62811	30.5	1681	1626	2007/09/20	2010/04/27	Complete	BBSRC Institute of Food Research	0	GCA_000017905.1
Hydrogenobaculum sp. Y04AAS1	380749	PRJNA18891	18891	Aquificae	Aquificae	1.55951	34.8	1694	1629	2008/08/06	2011/07/20	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000020785.1
Bifidobacterium adolescentis ATCC 15703	367928	PRJNA16321	16321	Actinobacteria	Actinobacteria	2.08964	59.2	1702	1632	2006/12/06	2013/06/06	Complete	Gifu University, Life Science Research Center, Japan	0	GCA_000010425.1
Francisella tularensis subsp. tularensis WY96-3418	418136	PRJNA18459	18459	Proteobacteria	Gammaproteobacteria	1.89848	32.3	1872	1634	2007/03/24	2013/06/06	Complete	BioHealthBase	0	GCA_000016105.1
Haemophilus influenzae R2846	262727	PRJNA9620	9620	Proteobacteria	Gammaproteobacteria	1.81937	38	1744	1636	2010/10/25	2013/06/11	Complete	University of Washington; Seattle Biomedical Research Institute	0	GCA_000165575.1
Helicobacter pylori UM037	1321939	PRJNA196985	196985	Proteobacteria	delta/epsilon subdivisions	1.69282	38.9	1711	1637	2013/05/14	2013/09/13	Complete	University of Malaya	0	GCA_000392515.2
Filifactor alocis ATCC 35896	546269	PRJNA30485	30485	Firmicutes	Clostridia	1.93101	35.4	1709	1641	2011/01/27	2013/06/08	Complete	Broad Institute	0	GCA_000163895.2
Bifidobacterium animalis subsp. lactis BB-12	552531	PRJNA42883	42883	Actinobacteria	Actinobacteria	1.9422	60.5	1706	1642	2010/02/19	2013/06/08	Complete	Chr. Hansen A/S	0	GCA_000025245.1
Aeropyrum camini SY1 = JCM 12091	1198449	PRJDB107	221786	Crenarchaeota	Thermoprotei	1.59599	56.7	1695	1645	2013/09/28	2013/10/17	Complete	Laboratory of Marine Microbiology, Division of Applied Biosciences, Graduate School of Agriculture, Kyoto University	0	0
Helicobacter felis ATCC 49179	936155	PRJEA61189	61189	Proteobacteria	delta/epsilon subdivisions	1.67268	44.5	1701	1653	2010/12/16	2013/07/06	Complete	Wellcome Trust Sanger Institute	0	GCA_000200595.1
Bifidobacterium asteroides PRL2011	1147128	PRJNA83029	83029	Actinobacteria	Actinobacteria	2.1673	60.1	1731	1658	2012/10/09	2013/06/09	Complete	University College Cork	0	GCA_000304215.1
Dehalogenimonas lykanthroporepellens BL-DC-9	552811	PRJNA40221	40221	Chloroflexi	Dehalococcoidia	1.68651	55	1772	1659	2010/06/25	2013/04/02	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000143165.1
Bifidobacterium animalis subsp. lactis CNCM I-2494	1042403	PRJNA67865	67865	Actinobacteria	Actinobacteria	1.94311	60.5	1724	1660	2011/07/18	2013/06/08	Complete	Washington University School of Medicine Center for Genome Sciences and Systems Biology	0	GCA_000220885.1
Haemophilus influenzae PittGG	374931	PRJNA16401	16401	Proteobacteria	Gammaproteobacteria	1.88719	38	1735	1661	2007/06/07	2013/06/06	Complete	Center for Genomic Sciences, Allegheny-Singer Research Institute	0	GCA_000016485.1
Streptococcus pyogenes MGAS15252	798300	PRJNA49669	49669	Firmicutes	Bacilli	1.75083	38.5	1757	1662	2012/03/01	2013/06/11	Complete	The Methodist Hospital Research Institute	0	GCA_000250905.1
Thioalkalimicrobium cyclicum ALM1	717773	PRJNA52629	52629	Proteobacteria	Gammaproteobacteria	1.93246	47	1735	1665	2011/05/25	2013/06/11	Complete	US DOE Joint Genome Institute	SAMN02232061	GCA_000214825.1
Campylobacter jejuni subsp. jejuni IA3902	567106	PRJNA28907	28907	Proteobacteria	delta/epsilon subdivisions	1.67222	30.4955	1740	1666	2010/01/29	2013/01/10	Complete	Iowa State University	0	GCA_000025425.1
Methanobrevibacter sp. AbM4	224719	PRJNA157813	157813	Euryarchaeota	Methanobacteria	1.99819	29	1730	1671	2013/06/03	2013/06/03	Complete	AgResearch Ltd. & The New Zealand Agricultural Greenhouse Gas Research Centre	0	GCA_000404165.1
Hippea maritima DSM 10411	760142	PRJNA48195	48195	Proteobacteria	delta/epsilon subdivisions	1.69443	37.5	1779	1677	2011/03/29	2013/06/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713597	GCA_000194135.1
Methanococcus vannielii SB	406327	PRJNA17889	17889	Euryarchaeota	Methanococci	1.72005	31.3	1752	1678	2007/06/29	2013/06/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	0	GCA_000017165.1
Bifidobacterium longum subsp. longum F8	722911	PRJNA45963	45963	Actinobacteria	Actinobacteria	2.38499	59.9	1743	1681	2010/03/25	2013/06/11	Complete	metaHIT	0	GCA_000210755.1
butyrate-producing bacterium SM4/1	245012	PRJNA45955	45955	Firmicutes	Clostridia	3.10887	49.8	1715	1684	2010/03/25	2010/03/25	Complete	metaHIT	0	GCA_000210675.1
Spiribacter salinus M19-40	1260251	PRJNA179191	179191	Proteobacteria	Gammaproteobacteria	1.73949	62.7	1732	1684	2013/05/24	2013/06/11	Complete	Evolutionary Genomics , Universidad Miguel Hernandez, San Juan de Alicante, Spain	0	GCA_000319575.2
Lactobacillus helveticus CNRZ32	326425	PRJNA46731	46731	Firmicutes	Bacilli	2.22596	36.9	1923	1685	2013/07/11	2013/07/22	Complete	Utah State University	0	GCA_000422165.1
Campylobacter jejuni subsp. jejuni 00-2426	1380767	PRJNA213841	213841	Proteobacteria	delta/epsilon subdivisions	1.61514	30.4	1725	1686	2013/09/12	2013/09/16	Complete	Public Health Agency of Canada	0	GCA_000466105.1
Methanopyrus kandleri AV19	190192	PRJNA294	294	Euryarchaeota	Methanopyri	1.69497	61.2	1729	1687	2002/02/04	2013/05/23	Complete	Fidelity Systems	0	GCA_000007185.1
Campylobacter hominis ATCC BAA-381	360107	PRJNA20083	20083	Proteobacteria	delta/epsilon subdivisions	1.71495	31.7051	1804	1687	2007/07/25	2008/07/27	Complete	J. Craig Venter Institute	0	GCA_000017585.1
Helicobacter cetorum MIT 99-5656	1163745	PRJNA97499	97499	Proteobacteria	delta/epsilon subdivisions	1.84779	35.5778	1731	1689	2012/04/19	2012/06/17	Complete	Dept. Molec. Microbiology, Washington University Medical School in Saint Louis	0	GCA_000259275.1
Leuconostoc carnosum JB16	1229758	PRJNA174298	174298	Firmicutes	Bacilli	1.77347	37.091	1769	1691	2012/09/28	2012/12/03	Complete	Department of Life Science, Chung-Ang University, Republic of Korea 	0	GCA_000300135.1
Streptococcus pyogenes MGAS1882	1010840	PRJNA66081	66081	Firmicutes	Bacilli	1.78103	38.5	1792	1691	2012/03/01	2013/06/11	Complete	The Methodist Hospital Research Institute	0	GCA_000250925.1
Oenococcus oeni PSU-1	203123	PRJNA317	317	Firmicutes	Bacilli	1.78052	37.9	1864	1691	2006/10/13	2013/05/23	Complete	US DOE Joint Genome Institute (JGI), The Lactic Acid Bacteria Genome Consortium and Fidelity Systems Inc.	0	GCA_000014385.1
Campylobacter coli CVM N29710	1273173	PRJNA184035	184035	Proteobacteria	delta/epsilon subdivisions	1.73205	31.4057	1747	1694	2013/09/09	2013/09/16	Complete	FDA/CVM	0	GCA_000465235.1
Campylobacter sp. 03-427	1244528	PRJNA177177	177177	Proteobacteria	delta/epsilon subdivisions	1.77548	33.1	1761	1695	2013/11/05	2013/11/06	Complete	Utrecht University	0	GCA_000495505.1
Methanosaeta thermophila PT	349307	PRJNA15765	15765	Euryarchaeota	Methanomicrobia	1.87947	53.5	1784	1696	2006/10/25	2013/05/23	Complete	US DOE Joint Genome Institute	0	GCA_000014945.1
Streptococcus pyogenes M1 GAS	160490	PRJNA269	269	Firmicutes	Bacilli	1.85244	38.5	1810	1696	2001/04/10	2013/06/10	Complete	Univ. Oklahoma	0	GCA_000006785.1
Erysipelothrix rhusiopathiae str. Fujisawa	1648	PRJDA38421	38421	Firmicutes	Erysipelotrichia	1.78794	36.6	1780	1697	2011/05/31	2013/06/11	Complete	National Institute of Animal Health (Japan)	0	GCA_000270085.1
Campylobacter jejuni 4031	1347340	PRJEB4165	217817	Proteobacteria	delta/epsilon subdivisions	1.66933	30.5	1698	1698	2013/10/02	2013/10/17	Complete	UH	0	GCA_000493495.1
Porphyromonas asaccharolytica DSM 20707	879243	PRJNA51745	51745	Bacteroidetes/Chlorobi 	Bacteroidetes	2.18637	52.5	1777	1699	2011/05/05	2013/06/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713611	GCA_000212375.1
Aeropyrum pernix K1	272557	PRJNA211	211	Crenarchaeota	Thermoprotei	1.6697	56.3	1752	1700	2001/07/05	2013/05/23	Complete	NITE	0	GCA_000011125.1
